Assets,located_image,base_image,top_left_X,top_left_Y,bottom_right_X,top_right_Y,height,width,total_image_height,total_image_width
cd5de313101387fd9191cb03ef431ec9,cta.png,_preview.png,104,215,404,279,64,300,900,600
adunit-lexus-geo-video-google-maps-cta-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-mouser-user-choice-cpe-aus-nz-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
28b455751eabbf79d899fc9a4c6f151e,endcard-cta.png,_preview.png,82,248,337,354,106,255,500,600
adunit-playstation-spring-sale-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-western-union-ralphs-sensory-engagement-v1-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
f520edea9b83c22a1c82412fcaf9f0a3,cta.jpg,_preview.png,175,91,454,150,59,279,900,600
adunit-mouser-user-choice-v3-uk-cpe-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
b58ae8eb1017e252ce37c29226411489,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
fe1cc47f2e46f29607046541f8418275,cta.png,_preview.png,366,154,600,204,50,234,500,600
090f9075627a9543f171041a644d8af9,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-milk-user-slide-v1-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-mouser-user-choice-flight4-canada-cpe-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
28c3515061ccebd5a08a954a584623e1,cta.png,_preview.png,191,312,410,380,68,219,500,600
adunit-lionsgate-moonfall-parallax-cta2-phase-spanish-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
049b5c09f2fc9c009cc3e7bc6e95be90,end-cta.png,_preview.png,366,154,600,204,50,234,500,600
adunit-lionsgate-moonfall-bio-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-playstation-spring-sale-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
bd312b97d9d646bcd3263809be428f5e,cta.png,_preview.png,126,675,473,752,77,347,900,600
68c78af778382e3e80ba98d676dd8527,cta.png,_preview.png,366,154,600,204,50,234,500,600
adunit-western-union-ralphs-sensory-eng-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
71d0113ae02ccba7e3fd67f71baf2f2a,cta.png,_preview.png,61,611,380,741,130,319,900,600
2287637d5dbfb7cc45fb816157a412fa,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-j12-singapore-v1-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
b378c281edcaebfbe47a3104fdc2e036,cta.png,_preview.png,106,731,468,797,66,362,900,600
09b983781c78607d3e9348f231765ea1,cta2.png,_preview.png,175,465,425,535,70,250,900,600
adunit-chevy-tap-and-hold-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-yamaha-rmax2-1000-sports-sensory-plus-video-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-lionsgate-moonfall-parallax-dec-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-j12-singapore-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
f08d8e575fa2c9929dfaf2d1bfa553a2,cta.jpg,_preview.png,30,656,233,706,50,203,900,600
adunit-lionsgate-uwomt-sensory-plus-tune-2-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
8a1a2fa030200a7087619144f042c2da,cta.png,_preview.png,366,154,600,204,50,234,500,600
adunit-western-union-ralphs-sensory-engagement-maps-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
f2aa99ddd5015647abc940e7d6695df2,cta.png,_preview.png,104,215,404,279,64,300,900,600
69a95b2cae65b8457594ab519006920c,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
c004ede9dbeaf07289dff53dfaa0cd9e,f3-cta-copy.png,_preview.png,172,357,499,383,26,327,500,600
adunit-yamaha-x2-seonsory-plus-mob,cta.png,_preview.png,151,774,450,850,76,299,900,600
2681e9a5eb126e75959f33a477964544,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
9415d4728381f961a8d6bd7c57142ab7,cta.jpg,_preview.png,126,138,490,214,76,364,900,600
79a672060e901ce418230c3959619cca,cta.png,_preview.png,201,819,399,878,59,198,900,600
adunit-windows3-2021-mpu,cta.png,_preview.png,46,366,368,410,44,322,500,600
d48b2247fce73617dab5633187c02360,cta.png,_preview.png,37,62,344,157,95,307,900,600
adunit-nestle-maggi-varieties-bouillon-ar-kwt-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
5793a8d614757c76e8fcb904f943e586,f2-cta copy.png,_preview.png,23,758,558,781,23,535,900,600
adunit-facebook-conversational-commerce-3-0-th-unit2-v2-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-van-cleef-and-arpels-frivole-wave-unit2-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-lionsgate-moonfall-parallax-dec-v3-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
02335ed7fbc9fd8ec1505d30a7d385ba,cta.png,_preview.png,366,154,600,204,50,234,500,600
22d151fdc4f270e75bcf3729df08180f,cta.png,_preview.png,155,50,421,99,49,266,500,600
8578176a5460d41edddd1440ab46e564,cta.jpg,_preview.png,177,421,424,475,54,247,500,600
2524439faeafa1c2ca1a27cac00a97b1,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
286ce285a3a28445c972ba9d09090937,cta.png,_preview.png,178,836,422,868,32,244,900,600
c47a1785032e3bc12dc53dc97034dd33,cta.png,_preview.png,165,413,197,456,43,32,900,600
26891312da99dd6e651fd179d1ff0faf,f5-cta-rev.png,_preview.png,0,0,600,900,900,600,900,600
6a8e741867d4f893afad015b77b52c39,cta.png,_preview.png,104,215,404,279,64,300,900,600
0a22f881b77f00220f2034c21a18b854,end-cta.png,_preview.png,366,154,600,204,50,234,500,600
b68baf66405783b70a2141860cb15adc,cta.png,_preview.png,104,215,404,279,64,300,900,600
adunit-ggpoker-game-user-choice-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
d7c5bf54f39eb745b553d06813cffb23,cta.png,_preview.png,106,731,468,797,66,362,900,600
86f213ed98d05c93c09fe2d0ded4dfe6,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-cartier-panthere-2021-fy22-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
de74397f972d47d2c078b44807974532,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-heineken-pure-malt-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-mouser-user-choice-cpe-av-us-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-lionsgate-uwomt-user-slider-sensory-video-v1-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
2adefe98452f112060fe28e98f7a2c46,ctawhite.png,_preview.png,219,39,399,87,48,180,500,600
adunit-volks-wagen-2021-new-polo-v2-v3-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-gme-sensory-video-add-unmute-button-v2-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-playstation-spring-sale-snsory-plus-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-milk-user-slide-v2-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-western-union-ralphs-auto-engage-v2-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-j-j-e-commerce-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
032ecd4e7d6db78058878d0ac61a82dc,cta.png,_preview.png,173,787,427,854,67,254,900,600
d6c5dcb42c617e8d164dafb4d302ac0a,end-cta.png,_preview.png,366,154,600,204,50,234,500,600
bab02408832fd896644462340d7bf479,cta.png,_preview.png,104,215,404,279,64,300,900,600
299eff884b51e6894dbd307f0a2a6554,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-lionsgate-moonfall-parallax-cta2-phase-spanish-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-yamaha-rmax4-1000-le-sensory-plus-video-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
0716aeb4425d2865ea9b1996ef4f90fe,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
d53d09dbd8f7aad4bfab4acb84aa323a,cta.png,_preview.png,104,215,404,279,64,300,900,600
4baa12ddba0c06b618225f8191a6d722,cta.png,_preview.png,366,154,600,204,50,234,500,600
adunit-western-union-sensory-unit-swipe-up-tap-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
03231e84227b5038d1ce9c302019da8c,cta.png,_preview.png,104,215,404,279,64,300,900,600
adunit-chevy-600-1200-hotspot-explorer-cpe-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
4b537aac6575e7528140fc388f1349ca,f3-cta.png,_preview.png,82,383,285,436,53,203,500,600
adunit-mouser-user-choice-v3-aus-nz-cpe-av-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
e300993c699d98ef0d6d574b043b65cc,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-yamaha-x4-seonsory-plus-mob,cta.png,_preview.png,151,774,450,850,76,299,900,600
adunit-nestle-maggi-varieties-bouillon-ar-ksa-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-hitmans-wifes-body-guard-user-choice-unit3-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
5aa8f1a6f90157b937cac6e73006a2dc,cta.png,_preview.png,135,399,465,459,60,330,500,600
4ad96fa279384268e72374aaacb78caf,cta.png,_preview.png,104,215,404,279,64,300,900,600
c9ec2d041cd03c489b2ee97c5f7ba400,cta.png,_preview.png,104,215,404,279,64,300,900,600
0978cddd7a740a70fa0ac73fb6603aee,cta.png,_preview.png,141,576,460,680,104,319,900,600
3c383647c107f40ba222bcddd47d3d1b,cta.png,_preview.png,21,367,580,478,111,559,500,600
adunit-mouser-user-choice-v2-cpe-av-canada-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-facebook-conversational-commerce-3-0-th-unit1-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
7fdd8606604b4ab61563a88384188011,cta.png,_preview.png,104,215,404,279,64,300,900,600
adunit-scotch-brite-gamification-thai-v2-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-vodacom-ciot-curve-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
64cfdaacd77f39b88f90210e79800a8b,cta.png,_preview.png,366,154,600,204,50,234,500,600
0383071848070b93a8a9f0c82c06e5e4,cta.png,_preview.png,104,215,404,279,64,300,900,600
74e0cd47380d7a41f96f5ca4ba214a8f,cta.jpg,_preview.png,241,522,600,592,70,359,900,600
623735c2b4b2d78c61e08073dbaa352d,cta.png,_preview.png,366,154,600,204,50,234,500,600
adunit-yamaha-user-slider-rotate-v2-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
258bf2e1c0ff55be0762ccab1c5b18db,endcard-cta-5.png,_preview.png,0,0,600,500,500,600,500,600
55775796ac3c2a0fd0fde4cae6048827,f3-cta-copy-wed.png,_preview.png,0,0,600,900,900,600,900,600
255bb50bf3493e1a85c9289c52610e31,1cta.jpg,_preview.png,189,488,411,546,58,222,900,600
f1cc75828bb3b7419b0d210e971a7cdf,cta.png,_preview.png,171,398,415,489,91,244,900,600
b3fd525be390ec4cbebdcbd225362f12,f1-movie-info-cta-3.png,_preview.png,0,0,600,500,500,600,500,600
adunit-lionsgate-moonfall-parallax-dec-get-tickets-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
c01e7ce76419925187c593ba3ecb9f46,rev-video-cta-copy-tonight.png,_preview.png,0,0,600,900,900,600,900,600
adunit-lionsgate-moonfall-parallax-cta5-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
92a1ef3b78f2b21068f8e1da4025e239,cta.png,_preview.png,366,154,600,204,50,234,500,600
6de62384e53319712bf7910e4db4e189,end-cta-copy.png,_preview.png,193,665,442,686,21,249,900,600
974199c136ccbd972ae2fd4714e453f5,cta.jpg,_preview.png,177,421,424,475,54,247,500,600
ecc8e6a50a509f8b6a8ac7c3c1a450e7,cta.png,_preview.png,366,154,600,204,50,234,500,600
c3ef76ea758ea5442c9540463c5d37f3,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
06262da6542114aaea8a611540a0ee5d,cta-swap-2.png,_preview.png,0,0,600,900,900,600,900,600
adunit-livspace-before-after-in-tap-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
8f5834e2093bee23d3b01f8d05265765,cta-end-correct.png,_preview.png,255,793,413,836,43,158,900,600
8a662fbaa5f751bf677c50359f0716c2,cta.png,_preview.png,366,154,600,204,50,234,500,600
adunit-mouser-user-choice-v3-aus-cpe-av-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
eabf360c935e08b24f30c61519033f93,cta.png,_preview.png,104,215,404,279,64,300,900,600
5bc607274e363f0c1a9379e05075dcfc,cta.png,_preview.png,104,215,404,279,64,300,900,600
f88e2c7f24b2bcd83044f2ccfdef79c4,cta.png,_preview.png,158,669,574,745,76,416,900,600
adunit-lionsgate-uwomt-user-slider-sensory-video-final-tune3-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-western-union-kroger-scrub-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-lexus-video-carousel-cpe-av-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
fbdd6f2bc08bfb43725cd6b4c52907ea,cta.png,_preview.png,366,154,600,204,50,234,500,600
adunit-yamaha-wolverine-user-choice-cpe-reuse-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-runnings-maps-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-chevy-tap-600-1200-final-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
b0228441fb421b8c322d67a6746f5f3e,cta.png,_preview.png,366,154,600,204,50,234,500,600
adunit-mouser-user-choice-cpe-aus-nz-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-the-botanist-gin-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-yamaha-rmax2-1000-sports-sensory-plus-video-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-mouser-user-choice-v3-canada-cpe-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
fe116dea417bfe1b97e0b2dcf846c25d,cta.png,_preview.png,104,215,404,279,64,300,900,600
03c532904ec03423c5e30463a62401a5,cta.jpg,_preview.png,200,441,399,480,39,199,500,600
cc6c33bd4409ded3155793811af5c72b,end-cta.png,_preview.png,366,154,600,204,50,234,500,600
adunit-mouser-user-choice-v3-aus-nz-cpe-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
cafcf13bef3457ebed7e08e02fa49252,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-hitmans-wifes-body-guard-user-choice-unit3-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-lionsgate-uwomt-sensory-plus-tune-4-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
eabca629979238e5e3d65f6f4cd818fb,cta.png,_preview.png,366,154,600,204,50,234,500,600
adunit-scotch-brite-scrub-dots-sponge-swipe-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-mouser-user-choice-v3-aus-cpe-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-chevy-user-slider-seat-interior-300-600-cpe-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
b25e2955ba18f9f0f63a3642abdee471,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-hennessy-vsop-refik-anadol-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-scotch-brite-gamification-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
4f23f2bdbb2c99b8d63bba659d22fe79,cta.png,_preview.png,104,215,404,279,64,300,900,600
e7b3f462f7d1cc8dcaa9c076eaedd1a8,cta.png,_preview.png,104,215,404,279,64,300,900,600
8c0f5a32827b9e60dbd30b77178fe184,cta.png,_preview.png,104,215,404,279,64,300,900,600
62dca5e1826d627612856c463e98026f,cta_video.png,_preview.png,0,0,600,327,327,600,500,600
ae98b1f2a6ca87429bb43d29df7c682a,video-cta-rev.png,_preview.png,0,0,600,900,900,600,900,600
676e0507f9e1ed8fa6880eafcf91547b,cta.png,_preview.png,366,154,600,204,50,234,500,600
29df3928b70391dec741b20782beeefc,cta.jpg,_preview.png,0,366,600,415,49,600,500,600
adunit-mouser-user-choice-flight4-us-cpe-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
d217e3878a25f52d495d0c3eea30211a,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
3ba594c8b6a2376bc1013a0d13b83200,cta.png,_preview.png,192,794,441,861,67,249,900,600
06615e719bb053415093a4572a1f1d31,cta.png,_preview.png,328,793,570,847,54,242,900,600
adunit-lionsgate-moonfall-parallax-cta5-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
5b4d2cc82bf11b1fa80b366fdd7a5867,cta.jpg,_preview.png,119,777,482,852,75,363,900,600
adunit-chanel-j12-2022-slider-cta2-en-fs,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
07a8072d594af3c04ef47e8722fc1b38,end-cta.png,_preview.png,366,154,600,204,50,234,500,600
f722cbe03a320f89c6abdfd3fe796047,cta.png,_preview.png,366,154,600,204,50,234,500,600
4332420a9acfddfe6dedfe9b0646afd6,cta.png,_preview.png,104,215,404,279,64,300,900,600
adunit-chevy-user-slider-seat-interior-v1-cpe-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-western-union-sensory-unit-swipe-right-v2-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
3c162d32bb9bce8199f44c665b20977d,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-chanel-j12-tw-black-en-2022-v1-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
79bb17ace9de9ef7def221cc38b50c0c,cta.png,_preview.png,57,740,262,791,51,205,900,600
adunit-lionsgate-spiral-new-puzzle-v2-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
5c6befcf9b28fadcedb2430c0800f433,f3-cta-copy.png,_preview.png,172,357,499,383,26,327,500,600
39872cc99f017cc22001ee9498584e13,cta_en.png,_preview.png,168,583,478,633,50,310,900,600
77af46ea55c251a18213104bd760d1d2,cta.png,_preview.png,205,250,396,306,56,191,500,600
c451990f363a5119a838d33acda877f1,video-cta.png,_preview.png,0,0,600,327,327,600,500,600
adunit-ggpoker-spin-and-gold-sensory-v1-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
3cea7861b4a43a0695ae177cf0829267,cta_area.png,_preview.png,177,22,424,475,453,247,500,600
7a6ba94986ecc183914a48eed61ebda7,cta.png,_preview.png,398,132,591,182,50,193,900,600
74ca5c4df0e45247e224523c26d7ebf3,cta.png,_preview.png,151,651,457,721,70,306,900,600
eb31bf1739ffa01b1d458fe2c610230a,cta.jpg,_preview.png,49,58,413,134,76,364,900,600
95a9add1872e1666a9e413e18a15142b,cta.jpg,_preview.png,192,798,600,900,102,408,900,600
adunit-scotch-brite-scrub-dots-sponge-swap-thai-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-secom-rs-avanca-rs-phase2-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
74858c868467c9f78a8989e87eb54c1c,cta.jpg,_preview.png,192,398,600,500,102,408,500,600
3dfba0efa433d3f1f248b373edc2b176,cta.png,_preview.png,190,427,440,499,72,250,500,600
032c21ac0d52d23f683dc4c2b7388865,cta_en.png,_preview.png,46,515,364,592,77,318,900,600
98db637879a2eee67d49dd05b4a92d83,cta.png,_preview.png,366,154,600,204,50,234,500,600
db671d7ebafdc3b7259109fbc18eaac9,end-cta.png,_preview.png,366,154,600,204,50,234,500,600
adunit-showtime-dexture-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-lionsgate-spiral-new-2-puzzle-v5-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
8c07f1799c55b47a5cf24d50fd771668,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-nestle-maggi-varieties-bouillon-en-uae-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
cce594945c50492d887116e17ebd966f,cta.png,_preview.png,128,362,474,430,68,346,500,600
f16751048b64354c30b034c44981225f,cta.png,_preview.png,104,215,404,279,64,300,900,600
03f2fc9a332b87e896b2da508a061754,cta.png,_preview.png,185,677,422,751,74,237,900,600
7ff33d15bd3e7d73cede0691a393c288,cta.png,_preview.png,104,215,404,279,64,300,900,600
3ebf3ba9b654b8281c7b45e65133986f,cta.png,_preview.png,104,215,404,279,64,300,900,600
hills-bio-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-yamaha-x2-sensory-plus-mpu,cta.jpg,_preview.png,192,435,409,490,55,217,500,600
c823124ca76c00a9d3b79380e5bdfd29,cta-rev.png,_preview.png,0,0,600,500,500,600,500,600
adunit-simple-feast-build-for-industry-survey-q4-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-mouser-user-choice-v3-cpe-av-us-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-western-union-bio-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-gm-ces-user-choice-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-cartier-panthere-2021-fy22-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-mouser-user-choice-cpe-us-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-lionsgate-spiral-new-2-puzzle-v3-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-heineken-sa-celebrations-bio-v1-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
3a462469eef8972bc33e93d3b9402fda,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
3983cfed2def8feebc57bb6638cf49c8,cta.png,_preview.png,104,215,404,279,64,300,900,600
adunit-lionsgate-moonfall-parallax-cta4-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
44c8e52abc427a52c487122232409f5d,cta.png,_preview.png,366,154,600,204,50,234,500,600
adunit-chevy-user-slider-seat-interior-cpe-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
c9790ca6d49dfc3f245db91d3b62c56d,cta-fs-rev.png,_preview.png,0,0,600,900,900,600,900,600
adunit-chevy-user-slider-seat-interior-cpe-av-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
9e3c7a3de86bb8857dd3f822bc951a59,cta.png,_preview.png,104,215,404,279,64,300,900,600
ff72b5f704ef2a8fa05e5a7b350a1e8e,cta.png,_preview.png,104,215,404,279,64,300,900,600
27b8aecd5c4b58ddcfc56270e9944d81,cta.png,_preview.png,366,154,600,204,50,234,500,600
adunit-facebook-conversational-commerce-3-0-th-bio2-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-j&j-listerine-tonic3-exxon-fs,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-samsung-r9-launch-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
7b5d17800096a3e27a5732fd7322fc37,cta.png,_preview.png,363,400,587,454,54,224,500,600
d250af845914563dc5e28699c19da043,cta.png,_preview.png,148,314,452,395,81,304,500,600
e17b6db0e4fb777ab569ef0a81b5000e,cta.png,_preview.png,177,804,421,859,55,244,900,600
adunit-yamaha-x2-x4-userchoice-cpe-av-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-ihop-ihoppy-hour-no-offer-mob,cta.png,_preview.png,26,593,449,665,72,423,900,600
cd586b24025b1349b9b79d2c944e3f18,cta.png,_preview.png,104,215,404,279,64,300,900,600
d706afba427123c30ffafb88d5486e03,cta.png,_preview.png,104,215,404,279,64,300,900,600
3c5daf79e8097eae0956840826c90fcc,cta.png,_preview.png,104,215,404,279,64,300,900,600
427bf316b866d8b20a30866426c66e09,cta.png,_preview.png,334,404,580,481,77,246,500,600
adunit-simple-feast-build-for-industry-survey-q1-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-facebook-conversational-commerce-3-0-vn-unit1-v2-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-hitmans-wifes-body-guard-user-choice-unit1-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
09d86d1539357a20fd04a53d000e8471,end-cta.png,_preview.png,366,154,600,204,50,234,500,600
e5c648e39c7860bf0e70f4b02ecafbdf,cta.png,_preview.png,366,154,600,204,50,234,500,600
adunit-mouser-user-choice-v3-canada-cpe-av-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-chanel-j12-tw-black-en-2022-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
5c58461a764afd15c527c9c8b3a054b2,cta.png,_preview.png,366,154,600,204,50,234,500,600
44799b510c8a525e9baaa4729e200efa,cta.jpg,_preview.png,123,790,477,870,80,354,900,600
adunit-facebook-conversational-commerce-3-0-th-unit2-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-lionsgate-uwomt-user-slider-sensory-video-final-tune2-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
b68a3a78534ac964f4eddfb8d767bbe0,cta.jpg,_preview.png,87,191,270,226,35,183,500,600
8bf41e73b0b48e4bc86fba470d3af1a8,cta.png,_preview.png,366,154,600,204,50,234,500,600
caf88bb6688890e82c30fb408ec4e76f,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-hitmans-wifes-body-guard-user-choice-unit2-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
3a63ee9cd0c128a7e97a7620a82b3678,cta.png,_preview.png,104,215,404,279,64,300,900,600
d93555b29bb180a19395c58cb97a5065,cta.png,_preview.png,104,215,404,279,64,300,900,600
adunit-lionsgate-moonfall-parallax-cta3-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-scotch-brite-scrub-dots-sponge-tap-thai-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
9b2e41fdabcefdda0a86803e415a8c98,cta.png,_preview.png,366,154,600,204,50,234,500,600
adunit-mouser-user-choice-v3-uk-cpe-av-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-lionsgate-uwomt-bio-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
