Assets,located_image,base_image,top_left_X,top_left_Y,bottom_right_X,top_right_Y,height,width,total_image_height,total_image_width
942616462420cb3890d00c65fc644e73,cta.png,_preview.png,31,217,227,263,46,196,480,320
f0a8b52312fce8d57f34bc6441dea750,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-hitmans-wifes-body-guard-user-choice-unit2-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-lionsgate-spiral-new-puzzle-v3-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
59e7b509d984f3a5b13fb8a33e0f6c2d,endcard-cta.png,_preview.png,388,438,533,480,42,145,500,600
c5d9fdf57215e5dbec5cc42419090749,endcard-cta-3.png,_preview.png,0,0,600,900,900,600,900,600
94bc1e8d137186644fa3baa53185a331,endcard-cta.jpg,_preview.png,171,255,435,305,50,264,900,600
eb641577b39bf60665e3130ac0d4e301,cta_ch.png,_preview.png,39,219,216,273,54,177,900,600
3c5828449ad87b05b5dedf0b4787242a,cta.png,_preview.png,104,215,404,279,64,300,900,600
adunit-western-union-ralphs-sensory-eng-auto-eng-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
9a09184e03a21be85b165f66d6d1c121,cta_video.jpg,_preview.png,118,776,482,852,76,364,900,600
adunit-mouser-user-choice-v3-cpe-us-mpu,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
24f58a2b0bfefefd5ccc43bf1f664685,cta.png,_preview.png,0,400,600,500,100,600,500,600
75e9bf718c93754ae33314a92db613dd,cta.png,_preview.png,177,804,421,859,55,244,900,600
adunit-showtime-dexter-sensory-plus-video-canvas-v4-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
3bf22f2c7f71986b690dc922cb0bee1f,scta.png,_preview.png,117,804,483,877,73,366,900,600
adunit-mouser-user-choice-cpe-av-us-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-zee-punjabi-antakshari-in-mob,cta,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
77cb39bbc869bdf0db280ec15a15280f,cta.png,_preview.png,104,215,404,279,64,300,900,600
c48014dd1774f0fc8dddf6c6cdcb337f,cta.png,_preview.png,302,371,510,424,53,208,500,600
