Assets,number_of_files,all_files,concat
adunit-femsa-coca-cola-new-sugar-free-mpu,17,"['video.mp4', 'arrow-sim.png', 'end-icon.png', 'slidder-coke.png', 'end-cta-si.png', 'end-bg.png', 'end-cta-nao.png', 'cta-nao.png', 'bg-2.png', 'mid-text-1b.png', 'cta-si.png', 'start-header.png', 'bg-1.png', 'end-text.png', 'arrow-nao.png', 'mid-text-2.png', 'mid-text-1a.png']",video.mp4 arrow-sim.png end-icon.png slidder-coke.png end-cta-si.png end-bg.png end-cta-nao.png cta-nao.png bg-2.png mid-text-1b.png cta-si.png start-header.png bg-1.png end-text.png arrow-nao.png mid-text-2.png mid-text-1a.png
fe1cc47f2e46f29607046541f8418275,19,"['thumbnail.jpg', 'landing_2.jpg', 'endframe_4.png', 'video.mp4', 'MPU-click-area.png', 'cta.png', 'gametext_2.png', 'engagement_animation.png', '_preview.png', 'endframe_3.png', 'engagement_instruction.png', 'landing_1.jpg', 'endframe_5.png', 'gametext_3.png', 'endframe_2.png', 'endframe_6.png', 'advertised_item.png', 'gametext_1.png', 'endframe_1.jpg']",thumbnail.jpg landing_2.jpg endframe_4.png video.mp4 MPU-click-area.png cta.png gametext_2.png engagement_animation.png _preview.png endframe_3.png engagement_instruction.png landing_1.jpg endframe_5.png gametext_3.png endframe_2.png endframe_6.png advertised_item.png gametext_1.png endframe_1.jpg
248ad697696f5e5ef82b968bfe5480ba,11,"['video.mp4', 'cta.png', 'engagement_animation.png', 'border.png', '_preview.png', 'fs-click.png', 'engagement_instruction.png', 'fs-black.jpg', 'landing_2.png', 'landing.png', 'endframe.png']",video.mp4 cta.png engagement_animation.png border.png _preview.png fs-click.png engagement_instruction.png fs-black.jpg landing_2.png landing.png endframe.png
d53d09dbd8f7aad4bfab4acb84aa323a,12,"['video.mp4', 'bg-canvas.png', 'cta.png', 'end-1.jpg', 'fr-1-icon.png', 'thumbnail.png', 'fr-1-copy.png', '_preview.png', 'thumbnail-new.jpg', 'fr-2-img.png', 'end-allentown.png', 'fr-2-copy.png']",video.mp4 bg-canvas.png cta.png end-1.jpg fr-1-icon.png thumbnail.png fr-1-copy.png _preview.png thumbnail-new.jpg fr-2-img.png end-allentown.png fr-2-copy.png
82c919a29087bad5dbedb9b64247e6d6,15,"['5.png', '8.png', '9.png', '7.png', '_preview.png', 'cta.jpg', 'fs-click.png', 'engagement_instruction.png', '6.png', 'landing_2.png', '2.png', 'landing_1.png', '3.png', '4.png', 'endframe.png']",5.png 8.png 9.png 7.png _preview.png cta.jpg fs-click.png engagement_instruction.png 6.png landing_2.png 2.png landing_1.png 3.png 4.png endframe.png
adunit-mouser-user-choice-v2-cpe-aus-nz-mpu,13,"['logo.png', 'landing_3.png', 'background.png', 'cta.png', 'engagement_animation_3.png', 'endframe_3.png', 'engagement_animation_1.png', 'landing_2.png', 'landing_4.png', 'engagement_animation_2.png', 'endframe_2.png', 'landing_1.png', 'endframe_1.png']",logo.png landing_3.png background.png cta.png engagement_animation_3.png endframe_3.png engagement_animation_1.png landing_2.png landing_4.png engagement_animation_2.png endframe_2.png landing_1.png endframe_1.png
d3a2aee36af8bf076d1111a6115be31b,17,"['end-mountkisco.png', 'thumbnail.jpg', 'video.mp4', 'MPU-click-area.png', 'header.jpg', 'end-cta.png', 'end-bg.jpg', 'fr-1-icon.png', 'rev-thumbnail-mpu.jpg', 'fr-1-copy.png', 'end-willowgrove.png', '_preview.png', 'end-framingdale.png', 'fr-2-img.png', 'end-allentown.png', 'fr-2-copy-ny.png', 'fr-2-copy.png']",end-mountkisco.png thumbnail.jpg video.mp4 MPU-click-area.png header.jpg end-cta.png end-bg.jpg fr-1-icon.png rev-thumbnail-mpu.jpg fr-1-copy.png end-willowgrove.png _preview.png end-framingdale.png fr-2-img.png end-allentown.png fr-2-copy-ny.png fr-2-copy.png
cd5de313101387fd9191cb03ef431ec9,13,"['video.mp4', 'bg-canvas.png', 'end-haverford.png', 'cta.png', 'end-1.jpg', 'fr-1-icon.png', 'thumbnail.png', 'fr-1-copy.png', '_preview.png', 'thumbnail-new.jpg', 'fr-2-img.png', 'end-allentown.png', 'fr-2-copy.png']",video.mp4 bg-canvas.png end-haverford.png cta.png end-1.jpg fr-1-icon.png thumbnail.png fr-1-copy.png _preview.png thumbnail-new.jpg fr-2-img.png end-allentown.png fr-2-copy.png
f6525e69f4bbebe1b522d463080006ce,13,"['SWIPE TO DISCOVER.png', 'video.mp4', 'TAP TO DISCOVER.png', 'video-start.jpg', '_preview.png', 'video-end.jpg', 'engagement_animation_1.png', 'engagement_instruction.png', 'video-end-swap.png', 'engagement_animation_2.png', 'landing.png', 'endframe.png', 'icon.png']",SWIPE TO DISCOVER.png video.mp4 TAP TO DISCOVER.png video-start.jpg _preview.png video-end.jpg engagement_animation_1.png engagement_instruction.png video-end-swap.png engagement_animation_2.png landing.png endframe.png icon.png
adunit-scotch-brite-scrub-dots-sponge-tap-mob,27,"['endtext.png', 'grain.png', 'logo.png', 'sparkle2.png', 'game_2.png', 'sparkle1.png', 'cta.png', 'elements.png', 'pink.png', 'engagement_instruction_detail.png', 'game_3.png', 'engagement_animation.png', 'splash1.png', 'gametext.png', 'egg.png', 'yellow.png', 'endframe_3.png', 'engagement_instruction.png', 'sparkle3.png', 'game_1.png', 'cheese-two.png', 'endframe_2.png', 'landing.png', 'splash.png', 'endframe_1.jpg', 'cheese.png', 'sparkle4.png']",endtext.png grain.png logo.png sparkle2.png game_2.png sparkle1.png cta.png elements.png pink.png engagement_instruction_detail.png game_3.png engagement_animation.png splash1.png gametext.png egg.png yellow.png endframe_3.png engagement_instruction.png sparkle3.png game_1.png cheese-two.png endframe_2.png landing.png splash.png endframe_1.jpg cheese.png sparkle4.png
76fe8ed6d5462ff2cc0ee750d2221a52,16,"['reynold-glow.png', 'fs-engage.png', 'cta.png', 'choice_1.png', 'hayak-glow.png', 'landing.jpg', 'reynolds-glow-rev.png', '_preview.png', 'jack-glow-rev.png', 'end_text.png', 'start_text.png', 'engagement_instruction.png', 'jackson-glow.png', 'endframe.jpg', 'choice_3.png', 'choice_2.png']",reynold-glow.png fs-engage.png cta.png choice_1.png hayak-glow.png landing.jpg reynolds-glow-rev.png _preview.png jack-glow-rev.png end_text.png start_text.png engagement_instruction.png jackson-glow.png endframe.jpg choice_3.png choice_2.png
4ad96fa279384268e72374aaacb78caf,15,"['landing_2.jpg', 'video.mp4', 'cta.png', 'end-1.jpg', 'thumbnail.png', 'engagement_animation.png', '_preview.png', 'engagement_instruction.png', 'landing_1.png', 'advertised_item.png', 'endframe.png', 'end-allentown.png', 'fr-2-copy-ny.png', 'fr-2-copy.png', 'end-farmingdale.png']",landing_2.jpg video.mp4 cta.png end-1.jpg thumbnail.png engagement_animation.png _preview.png engagement_instruction.png landing_1.png advertised_item.png endframe.png end-allentown.png fr-2-copy-ny.png fr-2-copy.png end-farmingdale.png
fb755cbcc0e9b7069382745e6841f2ba,13,"['logo.png', 'video.mp4', 'cta.png', 'video-bg.jpg', 'shade.png', 'engagement_animation.png', 'landing.jpg', 'terms.png', '_preview.png', 'gametext.png', 'engagement_instruction.png', 'swipe.png', 'endframe.jpg']",logo.png video.mp4 cta.png video-bg.jpg shade.png engagement_animation.png landing.jpg terms.png _preview.png gametext.png engagement_instruction.png swipe.png endframe.jpg
c21bfafc138cf023080098b0f7a439d0,14,"['end.jpg', 'endtext.png', 'logo.png', 'video.mp4', 'cta.png', 'bg-after.jpg', 'engagement_animation.png', 'landing.jpg', '_preview.png', 'engagement_instruction.png', 'endframe.jpg', 'subhead.png', 'advertised_item.png', 'subhead-seattle.png']",end.jpg endtext.png logo.png video.mp4 cta.png bg-after.jpg engagement_animation.png landing.jpg _preview.png engagement_instruction.png endframe.jpg subhead.png advertised_item.png subhead-seattle.png
adunit-doritos-niknaks-mob,19,"['bg.png', 'landing_3.png', 'hand-icon-3.png', 'engagement_animation.png', 'video-3d.mp4', 'hand-icon-2.png', 'endframe_3.png', 'engagement_instruction.png', 'advertised_item_1.png', 'hand-icon-start.png', 'video-og.mp4', 'landing_2.png', 'niknak.mp4', 'advertised_item_3.png', 'endframe_2.png', 'landing_1.png', 'endframe_1.png', 'overlay-1.png', 'advertised_item_2.png']",bg.png landing_3.png hand-icon-3.png engagement_animation.png video-3d.mp4 hand-icon-2.png endframe_3.png engagement_instruction.png advertised_item_1.png hand-icon-start.png video-og.mp4 landing_2.png niknak.mp4 advertised_item_3.png endframe_2.png landing_1.png endframe_1.png overlay-1.png advertised_item_2.png
85d3838428307a4c8b16712bdc15330e,17,"['landing_2.jpg', 'video.mp4', 'end-haverford.png', 'end-sharon.png', 'cta.png', 'end-1.jpg', 'thumbnail.png', 'engagement_animation.png', '_preview.png', 'engagement_instruction.png', 'end-doylestown.png', 'landing_1.png', 'advertised_item.png', 'fr-2-copy-bos.png', 'endframe.png', 'end-allentown.png', 'fr-2-copy.png']",landing_2.jpg video.mp4 end-haverford.png end-sharon.png cta.png end-1.jpg thumbnail.png engagement_animation.png _preview.png engagement_instruction.png end-doylestown.png landing_1.png advertised_item.png fr-2-copy-bos.png endframe.png end-allentown.png fr-2-copy.png
73adaebd0fbf7778d06d9d711ba5c152,22,"['logo.png', 'video.mp4', 'f1-top-banner.png', 'f2-cta.jpg', 'f4-endcard.jpg', 'engagement_animation.png', 'border.png', 'f2-copy.png', 'f4-endcard-rev.png', 'landing.jpg', 'mpu-clickthrough.png', '_preview.png', 'f2-logo.png', 'mpu-engage.png', 'engagement_instruction.png', 'f2-copy-tomorrow.png', 'f3-bg-reveal.png', 'Lionsgate-AmericanUnderdog_MPU_600x500_sensoryvideo_build.png', 'f1-copy-bg.png', 'f2-bottom-banner.png', 'endframe.png', 'mpu-click.png']",logo.png video.mp4 f1-top-banner.png f2-cta.jpg f4-endcard.jpg engagement_animation.png border.png f2-copy.png f4-endcard-rev.png landing.jpg mpu-clickthrough.png _preview.png f2-logo.png mpu-engage.png engagement_instruction.png f2-copy-tomorrow.png f3-bg-reveal.png Lionsgate-AmericanUnderdog_MPU_600x500_sensoryvideo_build.png f1-copy-bg.png f2-bottom-banner.png endframe.png mpu-click.png
b3fd525be390ec4cbebdcbd225362f12,13,"['landingtext.png', 'logo.png', 'video.mp4', 'cta.png', 'engagement_animation.png', 'mpu-clickthrough.png', '_preview.png', 'f1-movie-info-cta-3.png', 'engagement_instruction.png', 'endcard.png', 'landing_2.png', 'landing_1.jpg', 'endframe.png']",landingtext.png logo.png video.mp4 cta.png engagement_animation.png mpu-clickthrough.png _preview.png f1-movie-info-cta-3.png engagement_instruction.png endcard.png landing_2.png landing_1.jpg endframe.png
fbdd6f2bc08bfb43725cd6b4c52907ea,18,"['thumbnail.jpg', 'landing_2.jpg', 'endframe_4.png', 'video.mp4', 'MPU-click-area.png', 'cta.png', 'gametext_2.png', 'engagement_animation.png', '_preview.png', 'endframe_3.png', 'engagement_instruction.png', 'landing_1.jpg', 'endframe_5.png', 'gametext_3.png', 'endframe_2.png', 'advertised_item.png', 'gametext_1.png', 'endframe_1.jpg']",thumbnail.jpg landing_2.jpg endframe_4.png video.mp4 MPU-click-area.png cta.png gametext_2.png engagement_animation.png _preview.png endframe_3.png engagement_instruction.png landing_1.jpg endframe_5.png gametext_3.png endframe_2.png advertised_item.png gametext_1.png endframe_1.jpg
b58595e2670fde268a1c6dc7b9fc8ba3,31,"['endtext.png', 'logo.png', 'game_2.png', 'click-fs.png', 'gametext_4.png', 'footer-pre.png', 'cta.png', 'footer-post-1.png', 'gametext_2.png', 'footer-post.png', 'game_3.png', 'game_4.png', 'engagement_animation.png', 'cta-post.png', 'post-footer-correction.png', 'cta-pre-1.png', '_preview.png', 'post-footer-correction-watch two.png', 'cta-end.png', 'engagement_instruction.png', 'swipe.png', 'endframe.jpg', 'game_1.png', 'cta-post-1.png', 'landing_2.png', 'landing_1.jpg', 'gametext_3.png', 'cta-pre.png', 'gametext_1.png', 'cta-watch-now-correct.png', 'clickthrough.png']",endtext.png logo.png game_2.png click-fs.png gametext_4.png footer-pre.png cta.png footer-post-1.png gametext_2.png footer-post.png game_3.png game_4.png engagement_animation.png cta-post.png post-footer-correction.png cta-pre-1.png _preview.png post-footer-correction-watch two.png cta-end.png engagement_instruction.png swipe.png endframe.jpg game_1.png cta-post-1.png landing_2.png landing_1.jpg gametext_3.png cta-pre.png gametext_1.png cta-watch-now-correct.png clickthrough.png
753b879a06a0f89feaa3928f37d4c6fe,18,"['logo.png', 'video.mp4', 'Frame 5.jpg', 'Frame 1.jpg', 'Frame 0.jpg', 'engagement_animation.png', 'Frame 9.jpg', 'landing.jpg', 'Frame 24.jpg', '_preview.png', 'Frame 11.jpg', 'Frame 13.jpg', 'start_text.png', 'engagement_instruction.png', 'endframe.jpg', 'Frame 15.jpg', 'Frame 7.jpg', 'Frame 3.jpg']",logo.png video.mp4 Frame 5.jpg Frame 1.jpg Frame 0.jpg engagement_animation.png Frame 9.jpg landing.jpg Frame 24.jpg _preview.png Frame 11.jpg Frame 13.jpg start_text.png engagement_instruction.png endframe.jpg Frame 15.jpg Frame 7.jpg Frame 3.jpg
4e3305a488faf871189cce9831a6c863,30,"['pre-bg-5.jpg', 'logo.png', 'video.mp4', 'pre-bg-2.jpg', 'bg-shade.png', 'post-bg-2.jpg', 'MPU-click-area.png', 'rev-end-tune-1.jpg', 'arrow-3.png', 'post-bg-1.jpg', 'post-bg-9.jpg', 'vid-cta.jpg', 'pre-bg-3.jpg', 'pre-bg-6.jpg', 'engagement_animation.png', 'rev-logo-tune-1.png', 'post-bg-7.jpg', 'post-bg-5.jpg', 'pre-bg-7.jpg', '_preview.png', 'arrow-2.png', 'cta.jpg', 'engagement_instruction.png', 'endframe.jpg', 'landing_1.jpg', 'post-bg-3.jpg', 'post-bg-8.jpg', 'post-bg-6.jpg', 'pre-bg-4.jpg', 'post-bg-4.jpg']",pre-bg-5.jpg logo.png video.mp4 pre-bg-2.jpg bg-shade.png post-bg-2.jpg MPU-click-area.png rev-end-tune-1.jpg arrow-3.png post-bg-1.jpg post-bg-9.jpg vid-cta.jpg pre-bg-3.jpg pre-bg-6.jpg engagement_animation.png rev-logo-tune-1.png post-bg-7.jpg post-bg-5.jpg pre-bg-7.jpg _preview.png arrow-2.png cta.jpg engagement_instruction.png endframe.jpg landing_1.jpg post-bg-3.jpg post-bg-8.jpg post-bg-6.jpg pre-bg-4.jpg post-bg-4.jpg
adunit-lionsgate-spiral-new-2-puzzle-v4-mpu,15,"['endtext.png', 'logo.png', 'd.jpg', 'grid.png', 'cta.png', 'mpu-video.mp4', 'c.jpg', 'engagement_animation.png', 'landing.jpg', 'engagement_instruction.png', 'endframe.jpg', 'b.jpg', 'puzzle-border-new.png', 'bg.jpg', 'a.jpg']",endtext.png logo.png d.jpg grid.png cta.png mpu-video.mp4 c.jpg engagement_animation.png landing.jpg engagement_instruction.png endframe.jpg b.jpg puzzle-border-new.png bg.jpg a.jpg
bd312b97d9d646bcd3263809be428f5e,11,"['landing_3.png', 'fs-engage.png', 'cta.png', '_preview.png', 'fs-click.png', 'endframe.jpg', 'landing_5.png', 'landing_2.png', 'landing_1.jpg', 'landing_4.png', 'landing_6.png']",landing_3.png fs-engage.png cta.png _preview.png fs-click.png endframe.jpg landing_5.png landing_2.png landing_1.jpg landing_4.png landing_6.png
0736dda52dd3ef12dc4f82fb51b1becd,15,"['end.jpg', 'video.mp4', 'click.png', 'cta.png', 'logo-ps.png', 'engagement_instruction_1.png', '_preview.png', 'mpu-engage.png', 'mpu-black.jpg', 'landing_2.png', 'landing_1.jpg', 'landing_.png', 'logo-dop.png', 'landing_1.png', 'mpu-click.png']",end.jpg video.mp4 click.png cta.png logo-ps.png engagement_instruction_1.png _preview.png mpu-engage.png mpu-black.jpg landing_2.png landing_1.jpg landing_.png logo-dop.png landing_1.png mpu-click.png
adunit-simple-feast-build-for-industry-survey-q4-mob,17,"['dissabled-cta.png', 'game_2.png', 'landing_3.png', 'cta.png', 'game_3.png', 'game_4.png', 'endframe_3.png', 'landing_5.png', 'game_6.png', 'game_1.png', 'game_5.png', 'landing_2.png', 'landing_4.png', 'landing_6.png', 'endframe_2.png', 'landing_1.png', 'endframe_1.png']",dissabled-cta.png game_2.png landing_3.png cta.png game_3.png game_4.png endframe_3.png landing_5.png game_6.png game_1.png game_5.png landing_2.png landing_4.png landing_6.png endframe_2.png landing_1.png endframe_1.png
adunit-chanel-j12-tw-black-en-2022-v1-mpu,75,"['fr071.jpg', 'fr013.jpg', 'fr025.jpg', 'game_1.jpg', 'fr077.jpg', 'fr011.jpg', 'game_text_2.png', 'logo.png', 'fr065.jpg', 'fr007.jpg', 'fr049.jpg', 'fr103.jpg', 'fr079.jpg', 'fr031.jpg', 'fr095.jpg', 'fr045.jpg', 'game_2.jpg', 'fr001.jpg', 'game_4.jpg', 'bar.png', 'fr027.jpg', 'fr041.jpg', 'fr039.jpg', 'fr063.jpg', 'fr061.jpg', 'fr021.jpg', 'fr053.jpg', 'game_engagement.png', 'engagement_animation.png', 'fr105.jpg', 'fr097.jpg', 'game_text_1.png', 'tt1.png', 'fade.png', 'game_text_3.png', 'game_3.jpg', 'fr069.jpg', 'fr023.jpg', 'fr048.jpg', 'fr005.jpg', 'fr099.jpg', 'fr017.jpg', 'fr046.jpg', 'fr055.jpg', 'fr093.jpg', 'hotspot-3.png', 'fr035.jpg', 'engagement_instruction.png', 'fr087.jpg', 'fr044.jpg', 'end-tt3-zh.png', 'fr003.jpg', 'fr043.jpg', 'fr081.jpg', 'fr057.jpg', 'fr009.jpg', 'fr047.jpg', 'fr085.jpg', 'fr089.jpg', 'fr110.jpg', 'fr059.jpg', 'fr083.jpg', 'fr091.jpg', 'landing_1.png', 'fr101.jpg', 'endframe.png', 'hotspot-2.png', 'fr075.jpg', 'fr037.jpg', 'fr033.jpg', 'fr015.jpg', 'fr019.jpg', 'fr042.jpg', 'fr067.jpg', 'fr029.jpg']",fr071.jpg fr013.jpg fr025.jpg game_1.jpg fr077.jpg fr011.jpg game_text_2.png logo.png fr065.jpg fr007.jpg fr049.jpg fr103.jpg fr079.jpg fr031.jpg fr095.jpg fr045.jpg game_2.jpg fr001.jpg game_4.jpg bar.png fr027.jpg fr041.jpg fr039.jpg fr063.jpg fr061.jpg fr021.jpg fr053.jpg game_engagement.png engagement_animation.png fr105.jpg fr097.jpg game_text_1.png tt1.png fade.png game_text_3.png game_3.jpg fr069.jpg fr023.jpg fr048.jpg fr005.jpg fr099.jpg fr017.jpg fr046.jpg fr055.jpg fr093.jpg hotspot-3.png fr035.jpg engagement_instruction.png fr087.jpg fr044.jpg end-tt3-zh.png fr003.jpg fr043.jpg fr081.jpg fr057.jpg fr009.jpg fr047.jpg fr085.jpg fr089.jpg fr110.jpg fr059.jpg fr083.jpg fr091.jpg landing_1.png fr101.jpg endframe.png hotspot-2.png fr075.jpg fr037.jpg fr033.jpg fr015.jpg fr019.jpg fr042.jpg fr067.jpg fr029.jpg
adunit-yamaha-sensory-plus-video-mpu,2,"['video.mp4', 'endframe.png']",video.mp4 endframe.png
hills-bio-mob,4,"['landing_2.jpg', 'endframe.jpg', 'landing_1.jpg', 'landing_3.jpg']",landing_2.jpg endframe.jpg landing_1.jpg landing_3.jpg
adunit-ge-biofuel-userchoice-mpu,22,"['end-sub1.png', 'landing_2.jpg', 'logo.png', 'cta.png', 'end-logo.png', 'beetles-on.png', 'mid-copy-2.png', 'end-bg.jpg', 'line2.png', 'mustangs-on.png', 'line1.png', 'engagement_instruction_detail.png', 'landing_4.jpg', 'rams-on.png', 'end-sub3.png', 'engagement_instruction.png', 'end-sub2.png', 'end-msg.png', 'landing_1.jpg', 'mid-copy-1.png', 'ge-biofuel-video.mp4', 'landing_3.jpg']",end-sub1.png landing_2.jpg logo.png cta.png end-logo.png beetles-on.png mid-copy-2.png end-bg.jpg line2.png mustangs-on.png line1.png engagement_instruction_detail.png landing_4.jpg rams-on.png end-sub3.png engagement_instruction.png end-sub2.png end-msg.png landing_1.jpg mid-copy-1.png ge-biofuel-video.mp4 landing_3.jpg
d37f1a5e7d90e81756244e1bff3141bc,10,"['video.mp4', '1cta.png', 'click.png', 'cta.png', 'engagement_animation.png', 'landing.jpg', 'engage.png', '_preview.png', 'engagement_instruction.png', 'endframe.jpg']",video.mp4 1cta.png click.png cta.png engagement_animation.png landing.jpg engage.png _preview.png engagement_instruction.png endframe.jpg
adunit-mouser-user-choice-cpe-av-canada-mob,25,"['option2-image.png', 'logo.png', 'arrow1.png', 'background.png', 'cta.png', 'arrow3-glow.png', 'option1-copy.png', 'arrow2.png', 'option3-copy.png', 'shape2.png', 'arrow2-glow.png', 'copy3.png', 'triangle.png', 'xtext.png', 'shape1.png', 'arrow1-glow.png', 'copy1.png', 'arrow3.png', 'copy2.png', 'option1-image.png', 'xshape.png', 'option2-copy.png', 'gatewaycopy.png', 'shape3.png', 'option3-image.png']",option2-image.png logo.png arrow1.png background.png cta.png arrow3-glow.png option1-copy.png arrow2.png option3-copy.png shape2.png arrow2-glow.png copy3.png triangle.png xtext.png shape1.png arrow1-glow.png copy1.png arrow3.png copy2.png option1-image.png xshape.png option2-copy.png gatewaycopy.png shape3.png option3-image.png
adunit-lionsgate-uwomt-user-slider-sensory-video-final-tune3-mob,12,"['landing_2.jpg', 'logo.png', 'bg-shade.png', 'cta.png', 'cage.mp4', 'engagement_instruction.png', 'engagemetn_animation.png', 'endframe.jpg', 'javi.mp4', 'fs-black.jpg', 'landing_1.jpg', 'logo-old.png']",landing_2.jpg logo.png bg-shade.png cta.png cage.mp4 engagement_instruction.png engagemetn_animation.png endframe.jpg javi.mp4 fs-black.jpg landing_1.jpg logo-old.png
42b246e4d3bf68de81ab0262a2f05691,17,"['thumbnail.jpg', 'landing_2.jpg', 'video.mp4', 'cta.png', 'end-bg.jpg', 'engagement_animation.png', 'end-willowgrove.png', '_preview.png', 'click_area.png', 'engagement_instruction.png', 'landing_1.jpg', 'end-framingdale.png', 'advertised_item.png', 'endframe_1.png', 'end-allentown.png', 'fr-2-copy-ny.png', 'fr-2-copy.png']",thumbnail.jpg landing_2.jpg video.mp4 cta.png end-bg.jpg engagement_animation.png end-willowgrove.png _preview.png click_area.png engagement_instruction.png landing_1.jpg end-framingdale.png advertised_item.png endframe_1.png end-allentown.png fr-2-copy-ny.png fr-2-copy.png
adunit-mouser-user-choice-v3-canada-cpe-mob,21,"['logo.png', 'landing_3.png', 'landingtext_3.png', 'cta.png', 'arrow3-glow.png', 'endtframe_2.png', 'endtframe_3.png', 'landingtext_2.png', 'engagement_animation_3.png', 'arrow2-glow.png', 'endtext_1.png', 'engagement_animation_1.png', 'endtframe_1.png', 'arrow1-glow.png', 'endtext_2.png', 'landing_2.png', 'landing_4.png', 'engagement_animation_2.png', 'landingtext_1.png', 'landing_1.png', 'endtext_3.png']",logo.png landing_3.png landingtext_3.png cta.png arrow3-glow.png endtframe_2.png endtframe_3.png landingtext_2.png engagement_animation_3.png arrow2-glow.png endtext_1.png engagement_animation_1.png endtframe_1.png arrow1-glow.png endtext_2.png landing_2.png landing_4.png engagement_animation_2.png landingtext_1.png landing_1.png endtext_3.png
3d8be6f0a1e1c248a02befc0dd3f6bec,18,"['logo.png', 'video.mp4', 'endbg.png', '1bgs.png', 'logo_end.png', 'cta.png', 'ctas.png', 'engagement_animation.png', '1logos.png', 'clicklayer.jpg', '_preview.png', 'engagement_instruction.png', 'arrows.png', 'logoends.png', 'arrowss.png', 'landing.png', 'endframe.png', '1texts.png']",logo.png video.mp4 endbg.png 1bgs.png logo_end.png cta.png ctas.png engagement_animation.png 1logos.png clicklayer.jpg _preview.png engagement_instruction.png arrows.png logoends.png arrowss.png landing.png endframe.png 1texts.png
5c6befcf9b28fadcedb2430c0800f433,41,"['f4-copy-2.png', 'logo.png', 'f4-cta.png', 'video.mp4', 'f4-logo-rev.png', 'f4-bg-rev-2.png', 'big-explosion-let.png', 'sparks-rev.png', 'f2-banner.jpg', 'bottom-explosion1.png', 'cta.png', 'f4-cta-copy-rev.png', 'f3-cta-rev.png', 'f4-copy.png', 'f3-logo.png', 'engagement_animation.png', 'middle-explosion2.png', 'big-explosion-left2.png', 'f4-cta-rev-3.png', 'landing.jpg', 'middl-explosion.png', 'tapandhold_trailer.jpg', 'f3-bg-rev.png', '_preview.png', 'f2-reynolds.png', 'f2-logo.png', 'f4-cta-copy-rev-2.png', 'f3-cta.png', 'f4-logo.png', 'end_text.png', 'engagement_instruction.png', 'explosion-bg.png', 'endframe.jpg', 'f4-bg-rev.png', 'f2-bg.jpg', 'f1-bg.jpg', 'f4-bg.jpg', 'f4-cta-rev.png', 'f3-cta-rev-2.png', 'mpu-click.png', 'f3-cta-copy.png']",f4-copy-2.png logo.png f4-cta.png video.mp4 f4-logo-rev.png f4-bg-rev-2.png big-explosion-let.png sparks-rev.png f2-banner.jpg bottom-explosion1.png cta.png f4-cta-copy-rev.png f3-cta-rev.png f4-copy.png f3-logo.png engagement_animation.png middle-explosion2.png big-explosion-left2.png f4-cta-rev-3.png landing.jpg middl-explosion.png tapandhold_trailer.jpg f3-bg-rev.png _preview.png f2-reynolds.png f2-logo.png f4-cta-copy-rev-2.png f3-cta.png f4-logo.png end_text.png engagement_instruction.png explosion-bg.png endframe.jpg f4-bg-rev.png f2-bg.jpg f1-bg.jpg f4-bg.jpg f4-cta-rev.png f3-cta-rev-2.png mpu-click.png f3-cta-copy.png
adunit-showtime-first-lady-sensory-plus-mpu,3,"['video.mp4', 'landing.jpg', 'endframe.jpg']",video.mp4 landing.jpg endframe.jpg
adunit-lexus-video-carousel-cpe-mob,19,"['rx-copy.png', 'video-thumbnail.png', 'rx-img.png', 'bg.png', 'nx-img.png', 'es-img.png', 'cta.png', 'fr-1-icon.png', 'arrow-right.png', 'cars-bg.png', 'fr-1-copy.png', 'fs-border.png', 'es-copy.png', 'end-old.png', 'nx-copy.png', 'end.png', 'video-play.png', 'fs-vid.mp4', 'arrow-left.png']",rx-copy.png video-thumbnail.png rx-img.png bg.png nx-img.png es-img.png cta.png fr-1-icon.png arrow-right.png cars-bg.png fr-1-copy.png fs-border.png es-copy.png end-old.png nx-copy.png end.png video-play.png fs-vid.mp4 arrow-left.png
29df3928b70391dec741b20782beeefc,17,"['logo.png', 'video.mp4', 'engagement_animation_3.png', 'frame007.jpg', 'frame011.jpg', 'frame012.jpg', 'landing.jpg', 'frame005.jpg', 'frame002.jpg', '_preview.png', 'cta.jpg', 'engagement_animation_1.png', 'engagement_instruction.png', 'endframe.jpg', 'engagement_animation_2.png', 'frame009.jpg', 'frame001.jpg']",logo.png video.mp4 engagement_animation_3.png frame007.jpg frame011.jpg frame012.jpg landing.jpg frame005.jpg frame002.jpg _preview.png cta.jpg engagement_animation_1.png engagement_instruction.png endframe.jpg engagement_animation_2.png frame009.jpg frame001.jpg
ca1d489a0c1849845cb7144e51b0a7a1,14,"['vidbg.png', 'newbg.png', 'logo.png', 'video.mp4', 'game_2.jpg', 'cta.png', 'scrub-squiggly_.png', 'vidblack.png', 'engagement_animation.png', 'landing.jpg', '_preview.png', 'fs-click.png', 'endframe.jpg', 'game_1.png']",vidbg.png newbg.png logo.png video.mp4 game_2.jpg cta.png scrub-squiggly_.png vidblack.png engagement_animation.png landing.jpg _preview.png fs-click.png endframe.jpg game_1.png
