Assets,number_of_files,all_files,concat
ed3071a667a11cc56e88ae0489bfe6aa,28,"['video.mp4', 'fs-click-endframe.png', 'rev-video-cta-copy-nowplaying.png', 'rev-end-copy-friday.png', 'fs-engage.png', 'cta.png', 'end-cta.png', 'f2-zoom-reveal.png', 'end-cta-copy.png', 'engagement_animation.png', 'jackson.png', 'rev-end-copy-tonight.png', 'rev-video-cta-getnow.png', '_preview.png', 'endtext_1.png', 'video-cta-copy.png', 'fs-click.png', 'engagement_instruction.png', 'fs-clickthrough_rev.png', 'rev-video-cta-copy-friday.png', 'landing_2.png', 'video-cta.png', 'keaton.png', 'maggie-graphic.png', 'landing_1.png', 'endframe.png', 'rev-video-cta-copy-tonight.png', 'maggie-copy.png']",video.mp4 fs-click-endframe.png rev-video-cta-copy-nowplaying.png rev-end-copy-friday.png fs-engage.png cta.png end-cta.png f2-zoom-reveal.png end-cta-copy.png engagement_animation.png jackson.png rev-end-copy-tonight.png rev-video-cta-getnow.png _preview.png endtext_1.png video-cta-copy.png fs-click.png engagement_instruction.png fs-clickthrough_rev.png rev-video-cta-copy-friday.png landing_2.png video-cta.png keaton.png maggie-graphic.png landing_1.png endframe.png rev-video-cta-copy-tonight.png maggie-copy.png
4799763419d621cd41e7fb8abbcdd45d,17,"['thumbnail.jpg', 'landing_2.jpg', 'video.mp4', 'MPU-click-area.png', 'cta.png', 'end-bg.jpg', 'engagement_animation.png', 'end-willowgrove.png', '_preview.png', 'engagement_instruction.png', 'landing_1.jpg', 'end-framingdale.png', 'advertised_item.png', 'endframe.png', 'end-allentown.png', 'fr-2-copy-ny.png', 'fr-2-copy.png']",thumbnail.jpg landing_2.jpg video.mp4 MPU-click-area.png cta.png end-bg.jpg engagement_animation.png end-willowgrove.png _preview.png engagement_instruction.png landing_1.jpg end-framingdale.png advertised_item.png endframe.png end-allentown.png fr-2-copy-ny.png fr-2-copy.png
bf1f7af46eec0e92939a8b3ba51cbacd,46,"['f2-bg.png', 'f3-cta-rev-4.png', 'Line 1.png', 'logo.png', 'f4-cta.png', 'video.mp4', 'fs-click-endframe.png', 'f3-cta-top-copy-rev.png', 'game_2.png', 'f3-bg.png', 'big-explosion-let.png', 'sparks-rev.png', 'f3-banner.png', 'cta.png', 'game_text.png', 'f3-graphic.png', 'f3-cta-rev.png', 'F3-CTA-TOMORROW.png', 'F3-CTA-REV-TOMORROW.png', 'g.png', 'engagement_animation.png', 'middle-explosion2.png', 'big-explosion-left2.png', 'f4-cta-rev-3.png', 'middl-explosion.png', 'f3-bg-rev.png', 'f4-cta-wed.png', '_preview.png', 'f3-cta.png', 'fs-click.png', 'engagement_instruction.png', 'explosion-bg.png', 'game_1.png', 'f3-cta-copy-rev.png', 'f4-bg-rev.png', 'f4-bg.jpg', 'f1-instructions.png', 'landing_1.jpg', 'f3-cta-rev3.png', 'bottomsparks.png', 'f4-cta-rev.png', 'f3-cta-copy-rev2.png', 'f3-cta-top-copy.png', 'f4-cta-rev2.png', 'f3-cta-copy-wed.png', 'mpu-click.png']",f2-bg.png f3-cta-rev-4.png Line 1.png logo.png f4-cta.png video.mp4 fs-click-endframe.png f3-cta-top-copy-rev.png game_2.png f3-bg.png big-explosion-let.png sparks-rev.png f3-banner.png cta.png game_text.png f3-graphic.png f3-cta-rev.png F3-CTA-TOMORROW.png F3-CTA-REV-TOMORROW.png g.png engagement_animation.png middle-explosion2.png big-explosion-left2.png f4-cta-rev-3.png middl-explosion.png f3-bg-rev.png f4-cta-wed.png _preview.png f3-cta.png fs-click.png engagement_instruction.png explosion-bg.png game_1.png f3-cta-copy-rev.png f4-bg-rev.png f4-bg.jpg f1-instructions.png landing_1.jpg f3-cta-rev3.png bottomsparks.png f4-cta-rev.png f3-cta-copy-rev2.png f3-cta-top-copy.png f4-cta-rev2.png f3-cta-copy-wed.png mpu-click.png
e68e20f592457b875ce29757ab855dfe,15,"['endtext.png', 'thumbnail.jpg', 'landing_2.jpg', 'endframe_4.png', 'video.mp4', 'MPU-click-area.png', 'cta.png', 'engagement_animation.png', '_preview.png', 'endframe_3.png', 'engagement_instruction.png', 'landing_1.jpg', 'endframe_2.png', 'advertised_item.png', 'endframe_1.jpg']",endtext.png thumbnail.jpg landing_2.jpg endframe_4.png video.mp4 MPU-click-area.png cta.png engagement_animation.png _preview.png endframe_3.png engagement_instruction.png landing_1.jpg endframe_2.png advertised_item.png endframe_1.jpg
6a8e741867d4f893afad015b77b52c39,16,"['landing_2.jpg', 'video.mp4', 'cta.png', 'end-1.jpg', 'thumbnail.png', 'end-bridgewater.png', 'engagement_animation.png', '_preview.png', 'engagement_instruction.png', 'landing_1.png', 'advertised_item.png', 'endframe.png', 'end-brooklyn.png', 'fr-2-copy-ny.png', 'fr-2-copy.png', 'end-farmingdale.png']",landing_2.jpg video.mp4 cta.png end-1.jpg thumbnail.png end-bridgewater.png engagement_animation.png _preview.png engagement_instruction.png landing_1.png advertised_item.png endframe.png end-brooklyn.png fr-2-copy-ny.png fr-2-copy.png end-farmingdale.png
65299151bf4cbd1825d28e4a43d113ac,6,"['video.mp4', 'MPU-swipe-layer2.png', 'engagement_animation.png', 'landing.jpg', '_preview.png', 'endframe.jpg']",video.mp4 MPU-swipe-layer2.png engagement_animation.png landing.jpg _preview.png endframe.jpg
42c5b4b367187c29ac8fdd78c70837d6,24,"['logo.png', 'arrowdown.png', 'star24.png', 'star33e.png', 'star23.png', 'star22e.png', 'text1.png', 'star01e.png', 'clearbg.png', 'engagement_animation.png', 'star31e.png', 'star25.png', 'star14.png', 'clicklayer.jpg', '_preview.png', 'star13e.png', 'cta.jpg', 'engagement_instruction.png', 'star12.png', 'star15e.png', 'advertised_item.png', 'endframe.png', 'ringcta.png', 'star32e.png']",logo.png arrowdown.png star24.png star33e.png star23.png star22e.png text1.png star01e.png clearbg.png engagement_animation.png star31e.png star25.png star14.png clicklayer.jpg _preview.png star13e.png cta.jpg engagement_instruction.png star12.png star15e.png advertised_item.png endframe.png ringcta.png star32e.png
adunit-heineken-pure-malt-mob,20,"['popup1.png', 'game_2.png', 'hotspot4.png', 'hotspot3.png', 'cta.png', 'overlay.png', 'instruction-old.png', 'game_engagement.png', 'game_3.png', 'game_4.png', 'engagement_animation.png', 'hotspot2.png', 'content4.png', 'cta-old.png', 'popup4.png', 'engagement_instruction.png', 'popup2.png', 'game_1.png', 'popup3.png', 'landing_1.png']",popup1.png game_2.png hotspot4.png hotspot3.png cta.png overlay.png instruction-old.png game_engagement.png game_3.png game_4.png engagement_animation.png hotspot2.png content4.png cta-old.png popup4.png engagement_instruction.png popup2.png game_1.png popup3.png landing_1.png
f08d8e575fa2c9929dfaf2d1bfa553a2,28,"['endtext.png', 'tt3.png', 'Ellipse 1.png', 'pc.png', 'Ellipse 4.png', 'gametext_2.png', 'landingtext_2.png', 'branding.jpg', 'Ellipse 2.png', '_preview.png', 'tt4b.png', 'cta.jpg', 'endframe_3.png', 'engagement_animation_1.png', 'Ellipse 5.png', 'tt3a.png', 'Ellipse 3.png', 'landing_2.png', 'landing_1.jpg', 'tt4.png', 'tt2b.png', 'engagement_animation_2.png', 'landingtext_1.png', 'gametext_3.png', 'endframe_2.png', 'gametext_1.png', 'endframe_1.png', 'tt3a-swap.png']",endtext.png tt3.png Ellipse 1.png pc.png Ellipse 4.png gametext_2.png landingtext_2.png branding.jpg Ellipse 2.png _preview.png tt4b.png cta.jpg endframe_3.png engagement_animation_1.png Ellipse 5.png tt3a.png Ellipse 3.png landing_2.png landing_1.jpg tt4.png tt2b.png engagement_animation_2.png landingtext_1.png gametext_3.png endframe_2.png gametext_1.png endframe_1.png tt3a-swap.png
adunit-mouser-user-choice-cpe-av-us-mob,25,"['option2-image.png', 'logo.png', 'arrow1.png', 'background.png', 'cta.png', 'arrow3-glow.png', 'option1-copy.png', 'arrow2.png', 'option3-copy.png', 'shape2.png', 'arrow2-glow.png', 'copy3.png', 'triangle.png', 'xtext.png', 'shape1.png', 'arrow1-glow.png', 'copy1.png', 'arrow3.png', 'copy2.png', 'option1-image.png', 'xshape.png', 'option2-copy.png', 'gatewaycopy.png', 'shape3.png', 'option3-image.png']",option2-image.png logo.png arrow1.png background.png cta.png arrow3-glow.png option1-copy.png arrow2.png option3-copy.png shape2.png arrow2-glow.png copy3.png triangle.png xtext.png shape1.png arrow1-glow.png copy1.png arrow3.png copy2.png option1-image.png xshape.png option2-copy.png gatewaycopy.png shape3.png option3-image.png
dbe499749ecc456991332fc5d847ad2e,15,"['thumbnail.jpg', 'video.mp4', 'end-mtlaurel.png', 'MPU-click-area.png', 'header.jpg', 'end-cta.png', 'end-bg.jpg', 'fr-1-icon.png', 'rev-thumbnail-mpu.jpg', 'fr-1-copy.png', 'end-willowgrove.png', '_preview.png', 'fr-2-img.png', 'end-allentown.png', 'fr-2-copy.png']",thumbnail.jpg video.mp4 end-mtlaurel.png MPU-click-area.png header.jpg end-cta.png end-bg.jpg fr-1-icon.png rev-thumbnail-mpu.jpg fr-1-copy.png end-willowgrove.png _preview.png fr-2-img.png end-allentown.png fr-2-copy.png
6b7ddb8af0b0d4b5e042ac9469300177,17,"['end-mountkisco.png', 'landing_2.jpg', 'video.mp4', 'cta.png', 'end-1.jpg', 'thumbnail.png', 'engagement_animation.png', '_preview.png', 'engagement_instruction.png', 'end-nyc.png', 'landing_1.png', 'advertised_item.png', 'endframe.png', 'end-allentown.png', 'fr-2-copy-ny.png', 'fr-2-copy.png', 'end-farmingdale.png']",end-mountkisco.png landing_2.jpg video.mp4 cta.png end-1.jpg thumbnail.png engagement_animation.png _preview.png engagement_instruction.png end-nyc.png landing_1.png advertised_item.png endframe.png end-allentown.png fr-2-copy-ny.png fr-2-copy.png end-farmingdale.png
adunit-lionsgate-moonfall-parallax-dec-mpu,17,"['endtext.png', 'logo.png', 'video.mp4', 'landing_3.png', 'cta.png', 'video-title.png', 'fade-in.png', 'video-placeholder.png', 'engagement_animation.png', 'new-astro-right.png', 'video-copy.png', 'engagement_instruction.png', 'landing_2.png', 'video-cta.png', 'new-astro-left.png', 'landing_1.png', 'endframe.png']",endtext.png logo.png video.mp4 landing_3.png cta.png video-title.png fade-in.png video-placeholder.png engagement_animation.png new-astro-right.png video-copy.png engagement_instruction.png landing_2.png video-cta.png new-astro-left.png landing_1.png endframe.png
adunit-jaguar-nameplate-refresh-rfb-mpu,99,"['e-pace-suboption-2-fg.png', 'X761-14.jpg', 'X540-35.jpg', 'X761-13.jpg', 'X761-7.jpg', 'X761-33.jpg', 'X761-31.jpg', 'game_2.png', 'X761-34.jpg', 'X540-12.jpg', 'X761-17.jpg', 'game_11.jpg', 'game_13.jpg', 'endtext_5.png', 'X761-27.jpg', 'endtext_6.png', 'X761-32.jpg', 'X761-18.jpg', 'X761-20.jpg', 'X540-4.jpg', 'X761-3.jpg', 'game_23.jpg', 'X540-2.jpg', 'X540-19.jpg', 'game_choice_6.png', 'X761-26.jpg', 'X761-35.jpg', 'cta.png', 'X540-10.jpg', 'X761-24.jpg', 'endtext_4.png', 'X761-5.jpg', 'X540-16.jpg', 'X540-29.jpg', 'X761-2.jpg', 'X540-14.jpg', 'X540-9.jpg', 'X540-8.jpg', 'X540-7.jpg', 'X761-16.jpg', 'game_3.png', 'game_4.png', 'game_choice_5.png', 'X761-11.jpg', 'X540-18.jpg', 'X540-30.jpg', 'X540-32.jpg', 'X540-33.jpg', 'X761-23.jpg', 'X761-8.jpg', 'X540-28.jpg', 'X540-22.jpg', 'back-icon-white.png', 'X761-21.jpg', 'X540-20.jpg', 'X761-22.jpg', 'endtext_1.png', 'X761-19.jpg', 'game_22.jpg', 'X761-29.jpg', 'X761-9.jpg', 'endframe_3.png', 'engagement_animation_1.png', 'X761-28.jpg', 'X540-15.jpg', 'game_21.jpg', 'X540-31.jpg', 'game_choice_4.png', 'X761-4.jpg', 'game_1.png', 'game_12.jpg', 'game_choice_1.png', 'X761-30.jpg', 'X540-25.jpg', 'endtext_2.png', 'game_5.png', 'engagement_animation_2.png', 'X540-13.jpg', 'X540-17.jpg', 'X540-36.jpg', 'X540-23.jpg', 'X540-21.jpg', 'landing_1.png', 'game_24.jpg', 'X540-6.jpg', 'endframe_1.png', 'X761-10.jpg', 'X540-3.jpg', 'X540-27.jpg', 'game_choice_2.png', 'endtext_3.png', 'X761-6.jpg', 'game_14.jpg', 'game_choice_3.png', 'X540-5.jpg', 'game_engagement_1.png', 'X540-26.jpg', 'f-pace-suboption-2-fg.png', 'X761-15.jpg']",e-pace-suboption-2-fg.png X761-14.jpg X540-35.jpg X761-13.jpg X761-7.jpg X761-33.jpg X761-31.jpg game_2.png X761-34.jpg X540-12.jpg X761-17.jpg game_11.jpg game_13.jpg endtext_5.png X761-27.jpg endtext_6.png X761-32.jpg X761-18.jpg X761-20.jpg X540-4.jpg X761-3.jpg game_23.jpg X540-2.jpg X540-19.jpg game_choice_6.png X761-26.jpg X761-35.jpg cta.png X540-10.jpg X761-24.jpg endtext_4.png X761-5.jpg X540-16.jpg X540-29.jpg X761-2.jpg X540-14.jpg X540-9.jpg X540-8.jpg X540-7.jpg X761-16.jpg game_3.png game_4.png game_choice_5.png X761-11.jpg X540-18.jpg X540-30.jpg X540-32.jpg X540-33.jpg X761-23.jpg X761-8.jpg X540-28.jpg X540-22.jpg back-icon-white.png X761-21.jpg X540-20.jpg X761-22.jpg endtext_1.png X761-19.jpg game_22.jpg X761-29.jpg X761-9.jpg endframe_3.png engagement_animation_1.png X761-28.jpg X540-15.jpg game_21.jpg X540-31.jpg game_choice_4.png X761-4.jpg game_1.png game_12.jpg game_choice_1.png X761-30.jpg X540-25.jpg endtext_2.png game_5.png engagement_animation_2.png X540-13.jpg X540-17.jpg X540-36.jpg X540-23.jpg X540-21.jpg landing_1.png game_24.jpg X540-6.jpg endframe_1.png X761-10.jpg X540-3.jpg X540-27.jpg game_choice_2.png endtext_3.png X761-6.jpg game_14.jpg game_choice_3.png X540-5.jpg game_engagement_1.png X540-26.jpg f-pace-suboption-2-fg.png X761-15.jpg
adunit-chevy-600-1200-hotspot-explorer-cpe-av-mob,13,"['homecharginglegal.png', 'logo.png', 'bgwithhotspots.png', 'supercruiselegal.png', 'game_text.png', 'engagement_animation.png', 'game.jpg', 'endframe_3.png', 'engagement_instruction.png', 'connectedlegal.png', 'landing_1.jpg', 'endframe_2.png', 'endframe_1.png']",homecharginglegal.png logo.png bgwithhotspots.png supercruiselegal.png game_text.png engagement_animation.png game.jpg endframe_3.png engagement_instruction.png connectedlegal.png landing_1.jpg endframe_2.png endframe_1.png
f0a8b52312fce8d57f34bc6441dea750,19,"['Frame 8.jpg', 'video.mp4', 'Frame 20.jpg', 'Frame 9.jpg', 'Frame 14.jpg', 'landing.jpg', 'Frame 19.jpg', 'video-start.jpg', '_preview.png', 'Frame 11.jpg', 'Frame 13.jpg', 'engagement_instruction.png', 'endframe.jpg', 'Frame 15.jpg', 'Frame 12.jpg', 'Frame 16.jpg', 'Frame 10.jpg', 'Frame 18.jpg', 'Frame 17.jpg']",Frame 8.jpg video.mp4 Frame 20.jpg Frame 9.jpg Frame 14.jpg landing.jpg Frame 19.jpg video-start.jpg _preview.png Frame 11.jpg Frame 13.jpg engagement_instruction.png endframe.jpg Frame 15.jpg Frame 12.jpg Frame 16.jpg Frame 10.jpg Frame 18.jpg Frame 17.jpg
adunit-milk-user-slide-v2-mpu,8,"['video-mpu-snapchange.mp4', 'cta.png', 'legal.png', 'border.png', 'engagement_instruction.png', 'landing_2.png', 'landing_1.png', 'endframe.png']",video-mpu-snapchange.mp4 cta.png legal.png border.png engagement_instruction.png landing_2.png landing_1.png endframe.png
adunit-western-union-kroger-scrub-mob,15,"['endtext.png', 'endframe_4.png', 'logo.png', 'game_2.png', 'top-shape.png', 'f4-bg-rectangle.png', 'f4-logos.png', 'engagement_animation.png', 'endframe_3.png', 'game_1.png', 'bgcopy3.png', 'endframe_2.png', 'landing.png', 'gametext_1.png', 'endframe_1.png']",endtext.png endframe_4.png logo.png game_2.png top-shape.png f4-bg-rectangle.png f4-logos.png engagement_animation.png endframe_3.png game_1.png bgcopy3.png endframe_2.png landing.png gametext_1.png endframe_1.png
424a4a0bfde5a836ed93394a8c099b17,14,"['landing_2.jpg', 'video.mp4', 'cta.png', 'end-bg.jpg', 'engagement_animation.png', 'end-willowgrove.png', '_preview.png', 'click_area.png', 'engagement_instruction.png', 'landing_1.jpg', 'advertised_item.png', 'fr-2-copy-bos.png', 'endframe.png', 'fr-2-copy.png']",landing_2.jpg video.mp4 cta.png end-bg.jpg engagement_animation.png end-willowgrove.png _preview.png click_area.png engagement_instruction.png landing_1.jpg advertised_item.png fr-2-copy-bos.png endframe.png fr-2-copy.png
4baa12ddba0c06b618225f8191a6d722,19,"['thumbnail.jpg', 'landing_2.jpg', 'video.mp4', 'MPU-click-area.png', 'end-sharon.png', 'cta.png', 'end-bg.jpg', 'engagement_animation.png', 'end-willowgrove.png', '_preview.png', 'engagement_instruction.png', 'landing_1.jpg', 'end-framingdale.png', 'advertised_item.png', 'fr-2-copy-bos.png', 'endframe.png', 'end-allentown.png', 'fr-2-copy-ny.png', 'fr-2-copy.png']",thumbnail.jpg landing_2.jpg video.mp4 MPU-click-area.png end-sharon.png cta.png end-bg.jpg engagement_animation.png end-willowgrove.png _preview.png engagement_instruction.png landing_1.jpg end-framingdale.png advertised_item.png fr-2-copy-bos.png endframe.png end-allentown.png fr-2-copy-ny.png fr-2-copy.png
adunit-heineken-pure-malt-bio,6,"['choice_1.png', 'choice_4.png', 'choice_3.png', 'choice_2.png', 'landing.png', 'endframe.png']",choice_1.png choice_4.png choice_3.png choice_2.png landing.png endframe.png
3cea7861b4a43a0695ae177cf0829267,34,"['rmax4-3.png', 'rev-cta.png', 'rev-end-bg.jpg', 'cta.png', 'rev-rmax4-4.png', 'rmax4-1.png', 'new-cta-fr-1-bg.png', 'rmax4-9.png', 'MPU-swipe-layer2.png', 'rev-rmax4-11.png', 'rev-rmax4-5.png', 'MPU-click_area.png', 'rmax4-4.png', 'rev-rmax4-3.png', 'rmax4-11.png', 'rev-rmax4-2.png', 'rmax4-5.png', '_preview.png', 'rmax4-12.png', 'rmax4-10.png', 'rev-rmax4-7.png', 'rev-rmax4-12.png', 'rmax4-7.png', 'rev-rmax4-10.png', 'endframe.jpg', 'rmax4-8.png', 'landing_2.png', 'landing_1.jpg', 'rev-rmax4-9.png', 'rmax4-6.png', 'rev-rmax4-6.png', 'rmax4-2.png', 'rev-rmax4-8.png', 'cta_area.png']",rmax4-3.png rev-cta.png rev-end-bg.jpg cta.png rev-rmax4-4.png rmax4-1.png new-cta-fr-1-bg.png rmax4-9.png MPU-swipe-layer2.png rev-rmax4-11.png rev-rmax4-5.png MPU-click_area.png rmax4-4.png rev-rmax4-3.png rmax4-11.png rev-rmax4-2.png rmax4-5.png _preview.png rmax4-12.png rmax4-10.png rev-rmax4-7.png rev-rmax4-12.png rmax4-7.png rev-rmax4-10.png endframe.jpg rmax4-8.png landing_2.png landing_1.jpg rev-rmax4-9.png rmax4-6.png rev-rmax4-6.png rmax4-2.png rev-rmax4-8.png cta_area.png
adunit-milk-ctc-swipe-to-catch-mpu,17,"['bowl-splash.png', 'falling-2.png', 'cta.png', 'end-crunchies-eyes.png', 'end-crunchies-tongue.png', 'engagement_animation_3.png', 'falling-5.png', 'fr-1-crunchies.png', 'engagement_animation_1.png', 'advertised_item_1.png', 'landing_text.png', 'falling-1.png', 'engagement_animation_2.png', 'falling-4.png', 'bowl-old.png', 'landing.png', 'falling-3.png']",bowl-splash.png falling-2.png cta.png end-crunchies-eyes.png end-crunchies-tongue.png engagement_animation_3.png falling-5.png fr-1-crunchies.png engagement_animation_1.png advertised_item_1.png landing_text.png falling-1.png engagement_animation_2.png falling-4.png bowl-old.png landing.png falling-3.png
adunit-city-square-mall-cny-mob,28,"['cardglow.png', 'endframe_4.png', 'logo.png', 'cta_2.png', 'endtext_5.png', 'endtext_6.png', 'glow1b.png', 'endtext_4.png', 'overlay.png', 'engagement_animation_3.png', 'glow1c.png', 'glow3c.png', 'endtext_1.png', 'endframe_3.png', 'engagement_animation_1.png', 'engagement_instruction.png', 'cta_1.png', 'glow2a.png', 'endtext_2.png', 'landing_2.png', 'engagement_animation_2.png', 'glow2c.png', 'glow1a.png', 'endframe_2.png', 'landing_1.png', 'endframe_1.png', 'endtext_3.png', 'glow2b.png']",cardglow.png endframe_4.png logo.png cta_2.png endtext_5.png endtext_6.png glow1b.png endtext_4.png overlay.png engagement_animation_3.png glow1c.png glow3c.png endtext_1.png endframe_3.png engagement_animation_1.png engagement_instruction.png cta_1.png glow2a.png endtext_2.png landing_2.png engagement_animation_2.png glow2c.png glow1a.png endframe_2.png landing_1.png endframe_1.png endtext_3.png glow2b.png
adunit-lionsgate-uwomt-user-slider-sensory-video-mpu,11,"['logo.png', 'cta.png', 'shade.png', 'engagement_animation.png', 'cage.mp4', 'engagement_instruction.png', 'lading_1.png', 'javi.mp4', 'mpu-black.jpg', 'landing_2.png', 'endframe.png']",logo.png cta.png shade.png engagement_animation.png cage.mp4 engagement_instruction.png lading_1.png javi.mp4 mpu-black.jpg landing_2.png endframe.png
adunit-chevy-tap-and-hold-600-1200-final-mob,17,"['vidbg.png', 'homecharginglegal.png', 'logo.png', 'video.mp4', 'endbg.png', 'bg.png', 'lightingfull.png', 'cta.png', 'instructions.png', 'bg-top.png', 'endcopy.png', 'postcopy.png', 'lightingcharge.png', 'endlegal.png', 'videocopy.png', 'lighting.png', 'postbg.png']",vidbg.png homecharginglegal.png logo.png video.mp4 endbg.png bg.png lightingfull.png cta.png instructions.png bg-top.png endcopy.png postcopy.png lightingcharge.png endlegal.png videocopy.png lighting.png postbg.png
3ba594c8b6a2376bc1013a0d13b83200,10,"['video.mp4', 'click_area.jpg', 'cta.png', '_preview.png', 'engagement_animation_1.png', 'engagement_instruction.png', 'engagement_animation_2.png', '1.png', 'landing.png', 'endframe.png']",video.mp4 click_area.jpg cta.png _preview.png engagement_animation_1.png engagement_instruction.png engagement_animation_2.png 1.png landing.png endframe.png
adunit-yamaha-rmax-1000-sensory-plus-video-mob,3,"['video.mp4', 'landing.png', 'endframe.png']",video.mp4 landing.png endframe.png
28c88e21eaae4c3db86fe5a48ae9c7d5,24,"['landingtext.png', 'video.mp4', 'instruction1.png', 'bg.png', 'cta.png', 'button1.png', 'cta2.png', 'toptex.png', 'glow1.png', 'instruc2.png', '_preview.png', 'game.jpg', 'engagement_instruction.png', 'instruc11.png', 'endframe.jpg', 'instruc1.png', 'glow2.png', 'instruc5.png', 'button2.png', 'phone1.png', 'frame1.png', 'instruc4.png', 'toptex2.png', 'flash.png']",landingtext.png video.mp4 instruction1.png bg.png cta.png button1.png cta2.png toptex.png glow1.png instruc2.png _preview.png game.jpg engagement_instruction.png instruc11.png endframe.jpg instruc1.png glow2.png instruc5.png button2.png phone1.png frame1.png instruc4.png toptex2.png flash.png
3ba7994ec2ea0b953b57457bd25ac857,15,"['endframe_4.png', 'video.mp4', 'cta.png', 'engagement_animation.png', '_preview.png', 'endframe_3.png', 'engagement_instruction.png', 'endframe_5.png', 'endframe_2.png', 'advertised_item.png', 'landing.png', 'endframe_1.jpg', 'background-canvas.png', 'fr-2-copy-ny.png', 'fr-2-copy.png']",endframe_4.png video.mp4 cta.png engagement_animation.png _preview.png endframe_3.png engagement_instruction.png endframe_5.png endframe_2.png advertised_item.png landing.png endframe_1.jpg background-canvas.png fr-2-copy-ny.png fr-2-copy.png
c0ccae16df156f9744c8c74e252ad00b,26,"['endtext.png', 'pre-footer.png', 'video.mp4', 'glow.png', 'pre-footer-1.png', 'post-cta.png', 'logo.jpg', 'click.png', 'cta.png', 'pre-cta.png', 'laser-light.png', 'click-mpu.png', 'click-full.png', 'laser.png', 'shade.png', 'engagement_animation.png', 'border.png', 'head-light.png', '_preview.png', 'engagement_instruction.png', 'swipe.png', 'endframe.jpg', 'landing.png', 'cta-end-correct.png', 'cta-watch-now-correct.png', 'clickthrough.png']",endtext.png pre-footer.png video.mp4 glow.png pre-footer-1.png post-cta.png logo.jpg click.png cta.png pre-cta.png laser-light.png click-mpu.png click-full.png laser.png shade.png engagement_animation.png border.png head-light.png _preview.png engagement_instruction.png swipe.png endframe.jpg landing.png cta-end-correct.png cta-watch-now-correct.png clickthrough.png
e5c648e39c7860bf0e70f4b02ecafbdf,18,"['thumbnail.jpg', 'landing_2.jpg', 'endframe_4.png', 'video.mp4', 'rev-darcars-end-greenwich.png', 'MPU-click-area.png', 'cta.png', 'engagement_animation.png', '_preview.png', 'endtext_1.png', 'endframe_3.png', 'engagement_instruction.png', 'endtext_2.png', 'landing_1.jpg', 'endframe_5.png', 'endframe_2.png', 'advertised_item.png', 'endframe_1.jpg']",thumbnail.jpg landing_2.jpg endframe_4.png video.mp4 rev-darcars-end-greenwich.png MPU-click-area.png cta.png engagement_animation.png _preview.png endtext_1.png endframe_3.png engagement_instruction.png endtext_2.png landing_1.jpg endframe_5.png endframe_2.png advertised_item.png endframe_1.jpg
adunit-mouser-user-choice-v2-cpe-av-aus-nz-mob,21,"['logo.png', 'landing_3.png', 'landingtext_3.png', 'cta.png', 'arrow3-glow.png', 'landingtext_2.png', 'engagement_animation_3.png', 'arrow2-glow.png', 'endtext_1.png', 'endframe_3.png', 'engagement_animation_1.png', 'arrow1-glow.png', 'endtext_2.png', 'landing_2.png', 'landing_4.png', 'engagement_animation_2.png', 'landingtext_1.png', 'endframe_2.png', 'landing_1.png', 'endframe_1.png', 'endtext_3.png']",logo.png landing_3.png landingtext_3.png cta.png arrow3-glow.png landingtext_2.png engagement_animation_3.png arrow2-glow.png endtext_1.png endframe_3.png engagement_animation_1.png arrow1-glow.png endtext_2.png landing_2.png landing_4.png engagement_animation_2.png landingtext_1.png endframe_2.png landing_1.png endframe_1.png endtext_3.png
adunit-volks-wagen-2021-new-polo-v1-v3-mpu,8,"['logo.png', 'engagement_animation.png', 'video_1.mp4', 'landing_2.png', 'endframe_2.png', 'landing_1.png', 'endframe_1.png', 'video_2.mp4']",logo.png engagement_animation.png video_1.mp4 landing_2.png endframe_2.png landing_1.png endframe_1.png video_2.mp4
adunit-showtime-dexter-sensory-plus-video-canvas-v4-mob,6,"['landing_2.jpg', 'video.mp4', 'bg-start-backup.jpg', 'cta.png', 'endframe.jpg', 'landing_1.png']",landing_2.jpg video.mp4 bg-start-backup.jpg cta.png endframe.jpg landing_1.png
ae30ff3cae1f369954f5e91499b9e515,18,"['endtext.png', 'f1-title-border.png', 'f1-bg-rev.png', 'landing_3.png', 'landingtext_3.png', 'f1-title.png', 'cta.png', 'landingtext_2.png', 'border.png', '_preview.png', 'endframe.jpg', 'landing_5.png', 'landingtext_4.png', 'landing_2.png', 'landing_1.jpg', 'landing_4.png', 'landingtext_1.png', 'f1-title-border-rev.png']",endtext.png f1-title-border.png f1-bg-rev.png landing_3.png landingtext_3.png f1-title.png cta.png landingtext_2.png border.png _preview.png endframe.jpg landing_5.png landingtext_4.png landing_2.png landing_1.jpg landing_4.png landingtext_1.png f1-title-border-rev.png
adunit-lionsgate-uwomt-user-slider-sensory-video-final-tune2-mpu,11,"['logo.png', 'bg-nc.png', 'line-bar.png', 'end-cta.png', 'end-bg.png', 'shade.png', 'bg-javi.png', 'fr-1-copy.png', 'cage.mp4', 'javi.mp4', 'mpu-black.jpg']",logo.png bg-nc.png line-bar.png end-cta.png end-bg.png shade.png bg-javi.png fr-1-copy.png cage.mp4 javi.mp4 mpu-black.jpg
