Assets,located_image,base_image,top_left_X,top_left_Y,bottom_right_X,top_right_Y,height,width,total_image_height,total_image_width
4b21d71efe295df873a1d907932dae72,logo,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
b2174dea77ef62674fa5d51c84359984,logo.png,_preview.png,0,0,358,113,113,358,500,600
adunit-nestle-maggi-varieties-bouillon-en-kwt-mpu,logo,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-lionsgate-uwomt-user-slider-sensory-video-final-tune4-mob,logo,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
c6ce1941383baf5a5cbfa7cfbb89dbc2,f2-logo.png,_preview.png,58,261,364,402,141,306,500,600
de9c6db1311c86407f28feced87dc46b,logo,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
4e262fac1ce05ff65d581d668fc54e86,logo,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
b22916b05fb1e90b8b8d33812483022c,logo,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-lionsgate-americanunderdog-bio-mob,logo,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
80399f92f8970d3bc8b26af690768c15,logo,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-engagementplus-ihop-mpu,logo.png,_preview.png,162,64,442,203,139,280,500,600
adunit-jaguar-nameplate-refresh-mfcc-mpu,logo,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
bae285cdb6a38209f32e9e0c5f0a69ce,logo,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
c350b0acd9f7b128c5ba096863e5444b,logo.jpg,_preview.png,0,0,600,200,200,600,500,600
adunit-lionsgate-uwomt-user-slider-sensory-video-final-tune3-mpu,logo,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
adunit-mouser-user-choice-flight4-us-cpe-mpu,logo,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
