Assets,located_image,base_image,top_left_X,top_left_Y,bottom_right_X,top_right_Y,height,width,total_image_height,total_image_width
68d489e40aa39d4498507af1ccdf249a,engagement_instruction.png,_preview.png,2,213,408,482,269,406,900,600
3faf6a6e515ee4a3d08934b3e93a4a9e,engagement_animation.png,_preview.png,274,289,335,361,72,61,500,600
3c8eed5eead83f9798db8c24578d7a19,engagement_instruction.png,_preview.png,60,185,526,262,77,466,900,600
b50d6442906a8362508d2a97bb9ba01e,engagement_instruction.png,_preview.png,41,757,562,855,98,521,900,600
adunit-western-union-sensory-unit-swipe-up-v2-mpu,engagement,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
b500b45f2e556f55a488bc21c045877f,engagement_animation.png,_preview.png,379,731,456,776,45,77,900,600
67169407f4dd5762a97f973e82e550bd,engagement_instruction.png,_preview.png,1,819,353,856,37,352,900,600
adunit-lionsgate-spiral-new-2-puzzle-v4-mpu,engagement,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
0692cec4544cb0287225a7bccebc916b,engagement_animation_1.png,_preview.png,412,387,484,470,83,72,900,600
adunit-heineken-celebrations2-za-mob,engagement,_preview.png,NA,NA,NA,NA,NA,NA,NA,NA
